Cohort,Block,Position,Pop,Rep,Germ date,Notes
5,2,F_06,CAAM-GB,10,,
5,2,F_07,STIN,7,,
5,2,F_08,STPO1,5,,
5,2,F_09,STTO-BH,12,,
5,2,F_10,CAAN2,14,,
5,2,F_11,STPO1,16,2020-11-21,
5,2,F_12,CAAN1,7,,
5,2,F_13,STDI,13,,
5,2,F_14,STBR3,11,2020-11-23,
5,2,F_15,CAIN3,9,,
5,2,F_16,STDI,16,,
5,2,F_17,STIN,14,,
5,2,F_18,STGL1,8,2020-11-25,
5,2,F_19,CAAM-GB,12,,
5,2,F_20,STGL1,9,,
5,2,G_01,STTO-BH,14,2020-11-19,
5,2,G_02,CAIN3,12,,
5,2,G_03,STDR2,12,,
5,2,G_04,STTO-BH,7,2020-11-19,
5,2,G_05,STDR2,10,2020-11-22,
5,2,G_06,CAIN4,7,,
5,2,G_07,CAIN4,2,,
5,2,G_08,STDI,2,,
5,2,G_09,CAAM-GB,6,,
5,2,G_10,STPO1,1,2020-11-26,
5,2,G_11,STGL1,7,,
5,2,G_12,CAAM-GB,13,,
5,2,G_13,CAAN2,15,2020-11-19,
5,2,G_14,STIN,6,,
5,2,G_15,CAAM-GB,5,,
5,2,G_16,CAIN3,7,2020-11-21,
5,2,G_17,CAAN2,6,,
5,2,G_18,STTO-BH,13,2020-11-21,
5,2,G_19,CAIN3,11,2020-11-19,
5,2,G_20,CAAN2,13,,
5,2,H_01,STPO1,13,2020-11-21,
5,2,H_02,STGL1,11,,
5,2,H_03,CAAN2,11,,
5,2,H_04,STDR2,13,,
5,2,H_05,CAAM-GB,9,,
5,2,H_06,CAAN1,12,,
5,2,H_07,CAAN1,1,,
5,2,H_08,CAAN2,16,,
5,2,H_09,STDI,7,2020-11-21,
5,2,H_10,STGL1,2,,
5,2,H_11,STBR3,3,,
5,2,H_12,STBR3,16,,
5,2,H_13,CACO1,4,,
5,2,H_14,CAIN4,5,,
5,2,H_15,STTO-BH,4,2020-11-19,
5,2,H_16,CAIN3,16,,
5,2,H_17,blank,2,,
5,2,H_18,CAIN4,15,,
5,2,H_19,STIN,3,,
5,2,H_20,blank,4,,
5,2,I_01,CAIN3,3,2020-11-19,
5,2,I_02,STDI,12,,
5,2,I_03,CAAN1,9,2020-11-22,
5,2,I_04,CAAN1,11,,
5,2,I_05,CAIN4,8,,
5,2,I_06,CAIN4,13,,
5,2,I_07,CAAN2,7,,
5,2,I_08,CAIN3,15,,
5,2,I_09,STDR2,11,,
5,2,I_10,STPO1,8,2020-11-21,
5,2,I_11,CAIN3,10,2020-11-25,
5,2,I_12,STPO1,4,,
5,2,I_13,STIN,15,,
5,2,I_14,CAIN3,4,2020-11-19,
5,2,I_15,STIN,1,,
5,2,I_16,CAAN1,8,2020-11-20,
5,2,I_17,CAIN4,12,,
5,2,I_18,STTO-BH,1,2020-11-20,
5,2,I_19,STTO-BH,2,,
5,2,I_20,STPO1,11,,
5,2,J_01,STBR3,13,2020-11-22,
5,2,J_02,CAIN3,5,,
5,2,J_03,STDI,11,,
5,2,J_04,STDR2,16,2020-11-23,
5,2,J_05,CAAM-GB,16,2020-11-25,
5,2,J_06,STTO-BH,10,,
5,2,J_07,CAAN2,5,,
5,2,J_08,STDI,6,2020-11-19,
5,2,J_09,STDR2,1,,
5,2,J_10,CAAN1,13,,
5,2,J_11,STTO-BH,16,,
5,2,J_12,CAAN1,16,,
5,2,J_13,STDR2,2,,
5,2,J_14,STDI,3,2020-11-21,
5,2,J_15,STGL1,16,,
5,2,J_16,STDI,14,,
5,2,J_17,STPO1,15,2020-11-21,
5,2,J_18,STDR2,5,2020-11-23,
5,2,J_19,CAIN3,14,,
5,2,J_20,STGL1,15,,
5,3,A_01,STTO-BH,1,2020-11-22,
5,3,A_02,STBR3,11,2020-12-12,
5,3,A_03,CAAN2,3,,
5,3,A_04,STDI,7,2020-11-21,
5,3,A_05,CAIN4,8,2020-11-20,
5,3,A_06,blank,3,,
5,3,A_07,CAAM-GB,13,,
5,3,A_08,STDI,5,2020-11-20,
5,3,A_09,STBR3,4,2020-11-24,
5,3,A_10,CAIN3,10,,
5,3,A_11,CAIN3,9,,
5,3,A_12,STBR3,10,2020-11-22,
5,3,A_13,CAAM-GB,5,,
5,3,A_14,STDR2,2,2020-11-27,
5,3,A_15,STDR2,5,,
5,3,A_16,STPO1,3,,
5,3,A_17,STIN,3,,
5,3,A_18,STGL1,5,,
5,3,A_19,CACO1,3,,
5,3,A_20,CAIN4,6,,
5,3,B_01,STDR2,10,2020-11-23,
5,3,B_02,CAIN3,8,,
5,3,B_03,STPO1,8,2020-11-25,
5,3,B_04,STBR3,3,,
5,3,B_05,STIN,9,,
5,3,B_06,CAIN3,1,,
5,3,B_07,STDI,6,2020-11-21,
5,3,B_08,STTO-BH,11,2020-11-22,
5,3,B_09,STGL1,1,,
5,3,B_10,STDI,16,2020-11-22,
5,3,B_11,STDR2,9,,
5,3,B_12,blank,2,,
5,3,B_13,CAIN4,12,,
5,3,B_14,STDI,8,,
5,3,B_15,STBR3,13,,seed questionably viable
5,3,B_16,CAAM-GB,15,,
5,3,B_17,STPO1,1,,
5,3,B_18,STTO-BH,12,,
5,3,B_19,STGL1,3,,
5,3,B_20,STDI,14,,
5,3,C_01,STDI,2,2020-11-20,
5,3,C_02,STTO-BH,7,2020-11-20,
5,3,C_03,CAAM-GB,1,,
5,3,C_04,STPO1,15,,
5,3,C_05,CAAM-GB,8,,
5,3,C_06,STDI,10,2020-11-21,
5,3,C_07,STPO1,5,2020-11-22,
5,3,C_08,STTO-BH,5,2020-11-20,
5,3,C_09,CAAN2,9,,
5,3,C_10,CAAN2,11,,
5,3,C_11,CAIN3,6,,
5,3,C_12,STDI,11,,
5,3,C_13,STDR2,8,,
5,3,C_14,STDR2,16,2020-11-25,
5,3,C_15,CAAN2,7,,
5,3,C_16,CAIN3,15,,
5,3,C_17,STGL1,10,,
5,3,C_18,STPO1,10,,
5,3,C_19,STGL1,6,2020-11-22,
5,3,C_20,STDI,15,,
5,3,D_01,CAIN4,9,2020-11-20,
5,3,D_02,STDI,13,2020-11-23,
5,3,D_03,CAAN2,4,,
5,3,D_04,STTO-BH,2,2020-11-21,
5,3,D_05,CAAN2,14,,
5,3,D_06,CAAN2,13,,
5,3,D_07,CAIN4,7,2020-11-20,
5,3,D_08,STTO-BH,10,2020-11-20,
5,3,D_09,blank,1,,
5,3,D_10,CAAN1,1,,
5,3,D_11,CAAN1,8,,
5,3,D_12,CAAN2,1,,
5,3,D_13,STDR2,11,2020-11-22,
5,3,D_14,CAIN4,4,,
5,3,D_15,CAAN2,5,,
5,3,D_16,STGL1,12,,
5,3,D_17,CAAN1,6,,
5,3,D_18,CAAM-GB,10,,
5,3,D_19,CAIN3,12,,
5,3,D_20,STIN,16,,
5,3,E_01,CAAM-GB,2,2020-12-05,
5,3,E_02,CAAN1,9,2020-11-21,
5,3,E_03,CACO1,4,,
5,3,E_04,CAAM-GB,16,,
5,3,E_05,STDR2,1,2020-11-21,
5,3,E_06,STBR3,1,2020-11-25,
5,3,E_07,CAIN3,7,,
5,3,E_08,CAAN1,10,,
5,3,E_09,STDR2,13,2020-12-12,
5,3,E_10,STGL1,4,2020-11-25,
5,3,E_11,CAAM-GB,11,,
5,3,E_12,STPO1,2,,
5,3,E_13,STBR3,15,,
5,3,E_14,STIN,10,,
5,3,E_15,STTO-BH,6,,
5,3,E_16,STDR2,15,,
5,3,E_17,CAIN4,3,2020-11-19,
5,3,E_18,CAAN2,15,,
5,3,E_19,CAIN3,2,,
5,3,E_20,CAIN4,16,,
5,3,F_01,STBR3,16,2020-11-22,
5,3,F_02,CAIN4,15,,
5,3,F_03,CAIN4,11,,
5,3,F_04,STBR3,12,2020-11-22,
5,3,F_05,CAIN4,13,2020-11-20,
5,3,F_06,STPO1,14,,
5,3,F_07,STTO-BH,9,2020-11-20,
5,3,F_08,CAIN4,14,,
5,3,F_09,CAAN1,13,2020-11-20,
5,3,F_10,CAAN2,8,,
5,3,F_11,STBR3,2,,
5,3,F_12,STIN,13,,
5,3,F_13,CAAN1,16,,
5,3,F_14,STTO-BH,14,2020-11-20,
5,3,F_15,CAAN2,10,,
5,3,F_16,CAAM-GB,6,,
5,3,F_17,STGL1,9,,
5,3,F_18,CAAN1,15,,
5,3,F_19,STBR3,8,2020-11-21,
5,3,F_20,STPO1,4,,
5,3,G_01,STPO1,7,2020-11-21,
5,3,G_02,CAIN3,5,2020-11-20,
5,3,G_03,STTO-BH,15,2020-11-19,
5,3,G_04,STIN,12,,
5,3,G_05,CAAM-GB,3,,
5,3,G_06,STDR2,7,,
5,3,G_07,CAIN4,10,2020-11-19,
5,3,G_08,STIN,6,,
5,3,G_09,STPO1,16,,
5,3,G_10,STIN,5,,
5,3,G_11,STTO-BH,8,2020-11-21,
5,3,G_12,STPO1,11,2020-11-22,
5,3,G_13,STGL1,13,,
5,3,G_14,STDI,4,,
5,3,G_15,CAIN4,5,,
5,3,G_16,CACO1,2,,
5,3,G_17,STDR2,12,,
5,3,G_18,CAAN1,5,,
5,3,G_19,STIN,15,,
5,3,G_20,STDI,3,2020-11-22,
5,3,H_01,STTO-BH,4,2020-11-19,
5,3,H_02,CAIN4,1,,
5,3,H_03,CAIN3,3,2020-11-20,
5,3,H_04,STDI,1,,
5,3,H_05,CAIN3,16,2020-11-20,
5,3,H_06,STPO1,12,2020-11-20,
5,3,H_07,STTO-BH,13,,
5,3,H_08,CAAN2,6,,
5,3,H_09,CAAM-GB,14,,
5,3,H_10,CAAN1,12,,
5,3,H_11,STBR3,14,2020-11-26,
5,3,H_12,CAIN3,11,,
5,3,H_13,CAIN4,2,,
5,3,H_14,STPO1,6,2020-11-22,
5,3,H_15,STIN,2,,
5,3,H_16,CAAM-GB,7,,
5,3,H_17,STDR2,4,,
5,3,H_18,CAIN3,13,,
5,3,H_19,CAAN1,11,,
5,3,H_20,STBR3,7,2020-11-22,
5,3,I_01,STDR2,6,,
5,3,I_02,STBR3,9,2020-11-25,
5,3,I_03,CAAN1,4,,
5,3,I_04,CAAN2,12,,
5,3,I_05,STIN,8,,
5,3,I_06,CAAM-GB,4,,
5,3,I_07,STDR2,14,,
5,3,I_08,STGL1,7,,
5,3,I_09,STGL1,8,,
5,3,I_10,CAIN3,4,,
5,3,I_11,CAAN1,2,,
5,3,I_12,CAIN3,14,2020-11-19,
5,3,I_13,STBR3,6,2020-11-28,
5,3,I_14,CAAN1,3,,
5,3,I_15,STIN,11,,
5,3,I_16,STTO-BH,3,2020-11-21,
5,3,I_17,CAAM-GB,9,,
5,3,I_18,CAAN1,14,,
5,3,I_19,STGL1,2,,
5,3,I_20,CAAN2,2,,
5,3,J_01,CAAN2,16,,
5,3,J_02,STDI,9,,
5,3,J_03,STGL1,11,,
5,3,J_04,STIN,4,,
5,3,J_05,STPO1,9,2020-11-21,
5,3,J_06,blank,4,,
5,3,J_07,STDI,12,,
5,3,J_08,STDR2,3,,
5,3,J_09,STPO1,13,2020-11-29,
5,3,J_10,CACO1,1,,
5,3,J_11,STIN,14,,
5,3,J_12,STBR3,5,2020-11-22,
5,3,J_13,STGL1,16,2020-11-23,
5,3,J_14,STIN,1,,
5,3,J_15,STIN,7,2020-11-23,
5,3,J_16,STGL1,14,,
5,3,J_17,STTO-BH,16,,
5,3,J_18,STGL1,15,,
5,3,J_19,CAAM-GB,12,,
5,3,J_20,CAAN1,7,,
6,1,A_01,STTO-BH,13,2020-12-05,
6,1,A_02,STTO-BH,7,,
6,1,A_03,CAAN2,6,2020-12-10,
6,1,A_04,STDR2,6,2020-12-20,
6,1,A_05,CAAM-GB,11,,
6,1,A_06,STTO-BH,11,2020-12-05,
6,1,A_07,CAIN3,10,2020-12-06,
6,1,A_08,STTO-BH,9,2020-12-09,
6,1,A_09,CAIN3,9,,
6,1,A_10,CAIN3,11,,
6,1,A_11,CAIN3,13,2020-12-05,
6,1,A_12,STIN,11,,
6,1,A_13,CAIN4,12,,
6,1,A_14,STDI,11,,
6,1,A_15,STDR2,10,,
6,1,A_16,STIN,8,,
6,1,A_17,STIN,13,,
6,1,A_18,STDR2,8,,
6,1,A_19,STBR3,12,2020-12-10,
6,1,A_20,CACO1,2,,
6,1,B_01,STDI,15,2010-12-15,
6,1,B_02,CACO1,3,2020-12-10,
6,1,B_03,CAIN4,9,2020-12-06,
6,1,B_04,CAAN1,4,,
6,1,B_05,CAAM-GB,16,,
6,1,B_06,CAIN4,15,2020-12-15,
6,1,B_07,CAAN2,15,,
6,1,B_08,STDR2,12,,
6,1,B_09,STTO-BH,2,2020-12-05,
6,1,B_10,STTO-BH,6,2020-12-05,
6,1,B_11,CAAN1,5,,
6,1,B_12,STBR3,4,,
6,1,B_13,STDI,8,,
6,1,B_14,STPO1,9,,
6,1,B_15,blank,2,,iButton in this blank
6,1,B_16,CAIN3,5,2020-12-05,
6,1,B_17,STIN,10,2020-12-16,
6,1,B_18,STDR2,15,,
6,1,B_19,STDR2,13,2020-12-09,
6,1,B_20,STPO1,13,2020-12-09,
6,1,C_01,CAAN1,3,,
6,1,C_02,STIN,9,,
6,1,C_03,CAAN2,10,,
6,1,C_04,STDR2,1,,
6,1,C_05,STDI,4,,
6,1,C_06,CAAM-GB,13,,
6,1,C_07,STDI,1,,
6,1,C_08,CAIN4,1,,
6,1,C_09,CAAM-GB,10,,
6,1,C_10,CAAN2,5,2020-12-05,
6,1,C_11,STBR3,8,,
6,1,C_12,STDI,14,,
6,1,C_13,CAAN1,8,,
6,1,C_14,STTO-BH,10,2020-12-05,
6,1,C_15,STBR3,9,,
6,1,C_16,CAAN1,11,,
6,1,C_17,STGL1,15,,
6,1,C_18,STIN,15,2020-12-12,
6,1,C_19,CAAN1,6,,
6,1,C_20,STPO1,14,2020-12-19,
6,1,D_01,STPO1,5,2020-12-05,
6,1,D_02,STDR2,2,,
6,1,D_03,CAAN2,12,,
6,1,D_04,CAAN1,15,,
6,1,D_05,STDR2,16,,
6,1,D_06,STGL1,8,,
6,1,D_07,STDI,5,,
6,1,D_08,CAIN4,7,,
6,1,D_09,CAIN4,8,,
6,1,D_10,CAAN2,1,,
6,1,D_11,STDI,3,,
6,1,D_12,CAAN2,14,,
6,1,D_13,STTO-BH,16,2020-12-05,
6,1,D_14,STGL1,2,,
6,1,D_15,CAAM-GB,7,,
6,1,D_16,CAIN4,4,,
6,1,D_17,CAAM-GB,5,,
6,1,D_18,STDR2,4,2020-12-11,
6,1,D_19,STPO1,16,2020-12-09,
6,1,D_20,STGL1,12,,
6,1,E_01,CAAN1,2,,
6,1,E_02,CACO1,4,2020-12-09,seed questionably viable
6,1,E_03,STBR3,5,,
6,1,E_04,CAAM-GB,14,,
6,1,E_05,CAIN4,5,,
6,1,E_06,CAIN3,6,2020-12-05,
6,1,E_07,CAIN4,13,,
6,1,E_08,STDI,9,,
6,1,E_09,CAIN3,14,,
6,1,E_10,STPO1,10,2020-12-09,
6,1,E_11,STIN,2,2020-12-09,
6,1,E_12,STDR2,7,2020-12-09,
6,1,E_13,CAAM-GB,12,,
6,1,E_14,STPO1,4,2020-12-09,
6,1,E_15,STTO-BH,12,,
6,1,E_16,STPO1,3,2020-12-08,
6,1,E_17,STGL1,13,,
6,1,E_18,STBR3,15,,
6,1,E_19,STIN,12,,
6,1,E_20,CAIN4,14,,
6,1,F_01,STDR2,11,2020-12-10,
6,1,F_02,CAIN3,1,,got 2 seeds
6,1,F_03,STBR3,2,,
6,1,F_04,CAIN3,8,2020-12-06,
6,1,F_05,STBR3,6,,
6,1,F_06,STDR2,3,,
6,1,F_07,CAAM-GB,6,,
6,1,F_08,STDI,10,,
6,1,F_09,STGL1,9,2020-12-08,
6,1,F_10,CAAN1,13,2020-12-08,
6,1,F_11,CAAM-GB,1,,
6,1,F_12,STDR2,9,2020-12-08,
6,1,F_13,STIN,4,2020-12-09,
6,1,F_14,STTO-BH,1,2020-12-08,
6,1,F_15,CAIN4,2,,
6,1,F_16,STGL1,14,,
6,1,F_17,STPO1,8,,
6,1,F_18,STDI,16,,
6,1,F_19,CAAN2,11,,
6,1,F_20,STBR3,7,,
6,1,G_01,STDR2,14,2020-12-10,
6,1,G_02,CAAN1,14,,
6,1,G_03,STBR3,11,2020-12-08,
6,1,G_04,CAIN3,12,2020-12-06,
6,1,G_05,CAIN3,7,2020-12-05,
6,1,G_06,CAAN1,9,,
6,1,G_07,STPO1,2,,
6,1,G_08,STIN,16,,
6,1,G_09,STGL1,4,2020-12-09,
6,1,G_10,STIN,14,,
6,1,G_11,STBR3,3,2020-12-20,
6,1,G_12,STBR3,13,2020-12-08,
6,1,G_13,STDR2,5,,
6,1,G_14,CAAM-GB,2,,
6,1,G_15,STIN,6,,
6,1,G_16,STPO1,7,2020-12-10,
6,1,G_17,STGL1,16,,
6,1,G_18,CAIN3,2,,
6,1,G_19,CAIN4,3,,
6,1,G_20,CAIN4,6,,
6,1,H_01,STGL1,6,,
6,1,H_02,STGL1,7,2021-12-06,
6,1,H_03,STTO-BH,14,2020-12-05,
6,1,H_04,STTO-BH,8,2020-12-06,
6,1,H_05,STIN,5,2020-12-08,
6,1,H_06,CAAN2,9,,
6,1,H_07,STDI,7,2020-12-05,
6,1,H_08,CAAN1,12,,
6,1,H_09,CAAN2,13,,
6,1,H_10,STGL1,11,2020-12-09,
6,1,H_11,STGL1,10,,
6,1,H_12,STPO1,11,,
6,1,H_13,CAIN4,16,,
6,1,H_14,STIN,3,,
6,1,H_15,CAAN2,8,,
6,1,H_16,CAIN3,16,2020-12-05,
6,1,H_17,CAIN3,15,2020-12-05,
6,1,H_18,blank,4,,
6,1,H_19,CAAM-GB,3,,
6,1,H_20,CAIN4,11,,
6,1,I_01,STPO1,12,2020-12-05,
6,1,I_02,STGL1,1,,
6,1,I_03,CAAM-GB,8,,got 2 seeds one looked green
6,1,I_04,blank,3,,
6,1,I_05,CAAN1,10,,
6,1,I_06,CAAN2,2,,
6,1,I_07,STDI,6,,
6,1,I_08,CAIN3,4,2020-12-06,
6,1,I_09,STPO1,6,2020-12-12,
6,1,I_10,STIN,1,,
6,1,I_11,blank,1,,
6,1,I_12,CAIN3,3,2020-12-05,
6,1,I_13,CAAM-GB,15,,
6,1,I_14,CAAN2,16,,
6,1,I_15,STDI,12,2020-12-08,
6,1,I_16,STBR3,10,,
6,1,I_17,STBR3,1,2020-12-09,
6,1,I_18,STDI,2,,
6,1,I_19,STTO-BH,4,2020-12-06,
6,1,I_20,STGL1,5,,
6,1,J_01,STTO-BH,15,2020-12-05,
6,1,J_02,CAAN1,16,,
6,1,J_03,STBR3,16,,
6,1,J_04,CAAN1,7,2020-12-07,
6,1,J_05,CAAN2,4,,
6,1,J_06,STPO1,15,,
6,1,J_07,STTO-BH,3,2020-12-09,
6,1,J_08,STGL1,3,,
6,1,J_09,STTO-BH,5,2020-12-06,
6,1,J_10,CAAM-GB,9,,
6,1,J_11,STIN,7,,
6,1,J_12,STPO1,1,,
6,1,J_13,STDI,13,,
6,1,J_14,CAAN2,3,,
6,1,J_15,CAAM-GB,4,,
6,1,J_16,CAAN2,7,,
6,1,J_17,CACO1,1,2020-12-08,
6,1,J_18,STBR3,14,,
6,1,J_19,CAAN1,1,,
6,1,J_20,CAIN4,10,,
6,2,A_01,STBR3,12,2021-12-09,
6,2,A_02,CAAN2,9,,
6,2,A_03,STGL1,8,,
6,2,A_04,STBR3,7,2020-12-08,
6,2,A_05,STTO-BH,3,2020-12-05,
6,2,A_06,STTO-BH,1,2020-12-07,
6,2,A_07,CAIN4,13,,
6,2,A_08,STDI,13,,
6,2,A_09,STIN,1,2020-12-08,
6,2,A_10,CAAN1,5,,
6,2,A_11,STGL1,1,,
6,2,A_12,STTO-BH,2,,
6,2,A_13,CACO1,1,,
6,2,A_14,STBR3,1,,
6,2,A_15,STTO-BH,16,2020-12-06,
6,2,A_16,CAAM-GB,6,,
6,2,A_17,STDR2,4,,
6,2,A_18,STIN,13,,
6,2,A_19,STPO1,6,,
6,2,A_20,STBR3,10,,
6,2,B_01,CAIN3,11,,
6,2,B_02,CAIN4,9,,
6,2,B_03,CAAN2,16,,
6,2,B_04,STIN,7,2020-12-08,
6,2,B_05,STGL1,12,,
6,2,B_06,STIN,14,,
6,2,B_07,STTO-BH,13,2020-12-06,
6,2,B_08,STTO-BH,9,2020-12-06,
6,2,B_09,STTO-BH,11,2020-12-05,
6,2,B_10,STDI,3,,
6,2,B_11,STGL1,3,,
6,2,B_12,STIN,4,,
6,2,B_13,CAAN1,15,,
6,2,B_14,CAIN3,3,,
6,2,B_15,STPO1,4,2020-12-08,
6,2,B_16,STIN,11,2020-12-07,
6,2,B_17,STDI,10,,
6,2,B_18,CAAN2,11,2020-12-05,
6,2,B_19,CACO1,3,,
6,2,B_20,STDI,16,2020-12-05,
6,2,C_01,STGL1,11,,
6,2,C_02,STIN,10,,
6,2,C_03,CAIN3,15,,
6,2,C_04,CAIN4,15,,
6,2,C_05,CACO1,4,2020-12-14,seed questionably viable
6,2,C_06,CAAN1,9,,
6,2,C_07,CAAN2,2,,
6,2,C_08,CAAN2,7,,
6,2,C_09,CAAM-GB,11,,
6,2,C_10,STPO1,16,,
6,2,C_11,CAAN2,5,,
6,2,C_12,blank,2,,
6,2,C_13,STIN,8,,
6,2,C_14,STDR2,5,2020-12-08,
6,2,C_15,STDI,7,2020-12-06,
6,2,C_16,CAAN2,8,,
6,2,C_17,CAAM-GB,5,,
6,2,C_18,CAIN3,6,,
6,2,C_19,CAAN1,16,,
6,2,C_20,STDI,1,2020-12-05,
6,2,D_01,CAAN2,1,,
6,2,D_02,CAIN4,5,2020-12-05,
6,2,D_03,CAAM-GB,2,,
6,2,D_04,STBR3,16,,
6,2,D_05,STDR2,16,2020-12-09,
6,2,D_06,STBR3,4,2020-12-10,
6,2,D_07,CAIN4,12,2020-12-09,
6,2,D_08,STBR3,3,,
6,2,D_09,STTO-BH,12,2020-12-07,
6,2,D_10,CAIN4,6,,
6,2,D_11,STDR2,7,,
6,2,D_12,STDR2,6,,
6,2,D_13,CAIN3,2,,
6,2,D_14,STTO-BH,5,2020-12-06,
6,2,D_15,STDR2,3,2020-12-08,
6,2,D_16,blank,4,,
6,2,D_17,STPO1,7,,
6,2,D_18,STBR3,14,2020-12-08,
6,2,D_19,STGL1,9,2020-12-10,
6,2,D_20,CAAN1,10,,
6,2,E_01,CAIN4,16,,
6,2,E_02,CAAN1,13,,
6,2,E_03,STDR2,10,2020-12-10,
6,2,E_04,STIN,6,,
6,2,E_05,STDR2,11,2020-12-08,
6,2,E_06,CAIN4,2,2020-12-06,
6,2,E_07,CAAM-GB,4,,
6,2,E_08,STGL1,5,,
6,2,E_09,CAIN4,8,2020-12-06,
6,2,E_10,STBR3,11,2020-12-08,
6,2,E_11,STBR3,5,,
6,2,E_12,STDI,6,,
6,2,E_13,STBR3,13,2020-12-08,
6,2,E_14,STDI,9,,
6,2,E_15,STIN,2,,
6,2,E_16,CAAN1,1,,
6,2,E_17,STDR2,15,,
6,2,E_18,CAIN4,1,,
6,2,E_19,CAAN1,14,,
6,2,E_20,CAAM-GB,1,,
6,2,F_01,STDR2,12,,
6,2,F_02,STIN,9,,
6,2,F_03,STGL1,14,2020-12-10,
6,2,F_04,STGL1,6,,
6,2,F_05,STPO1,14,,
6,2,F_06,STBR3,15,2020-12-09,
6,2,F_07,STDI,11,,
6,2,F_08,CAIN3,16,,
6,2,F_09,STDI,8,,
6,2,F_10,STTO-BH,7,2020-12-09,
6,2,F_11,CAIN3,1,,
6,2,F_12,STGL1,15,,
6,2,F_13,CAIN3,7,,
6,2,F_14,STGL1,13,,
6,2,F_15,STDR2,8,,
6,2,F_16,STPO1,3,2020-12-09,
6,2,F_17,STPO1,8,2020-12-08,
6,2,F_18,CAAM-GB,16,,
6,2,F_19,CAAN2,3,,
6,2,F_20,CAAM-GB,13,,
6,2,G_01,CAAN1,7,,
6,2,G_02,CAIN3,12,,
6,2,G_03,CAAM-GB,3,,
6,2,G_04,CAAN2,13,2020-12-07,
6,2,G_05,STGL1,16,,
6,2,G_06,STPO1,15,,
6,2,G_07,STBR3,2,,
6,2,G_08,STGL1,2,,
6,2,G_09,CAAM-GB,12,,
6,2,G_10,CAIN3,4,,
6,2,G_11,CAIN3,10,2020-12-06,
6,2,G_12,CAIN3,8,2020-12-06,
6,2,G_13,CAIN3,9,2020-12-08,
6,2,G_14,CAAM-GB,7,,
6,2,G_15,STDR2,1,2020-12-13,
6,2,G_16,STIN,16,,
6,2,G_17,STPO1,12,,
6,2,G_18,STDI,14,2020-12-05,
6,2,G_19,STIN,12,2020-12-08,
6,2,G_20,CAIN4,7,2020-12-05,
6,2,H_01,CAAN1,8,,
6,2,H_02,STDI,15,,
6,2,H_03,CAAM-GB,8,,
6,2,H_04,STPO1,11,,
6,2,H_05,CAIN4,4,,
6,2,H_06,CAAN2,10,,
6,2,H_07,STGL1,10,,
6,2,H_08,STBR3,8,,
6,2,H_09,CAAM-GB,15,,"not planted, dropped seed"
6,2,H_10,CAIN4,14,,
6,2,H_11,STIN,5,,
6,2,H_12,STBR3,6,,
6,2,H_13,CAAM-GB,14,,"not planted, dropped seed"
6,2,H_14,STPO1,10,2020-12-08,
6,2,H_15,STIN,15,2020-12-21,
6,2,H_16,STDI,12,2020-12-05,
6,2,H_17,blank,1,,iButton in this blank
6,2,H_18,CAAN2,12,,
6,2,H_19,CAAN1,4,,
6,2,H_20,CAAN2,15,,
6,2,I_01,STGL1,4,,
6,2,I_02,STTO-BH,14,2020-12-07,
6,2,I_03,CAAN1,12,,
6,2,I_04,STBR3,9,2020-12-09,
6,2,I_05,STTO-BH,6,2020-12-06,
6,2,I_06,STDR2,13,2020-12-08,
6,2,I_07,CAAN1,3,2020-12-08,
6,2,I_08,STGL1,7,,
6,2,I_09,STPO1,13,2020-12-08,
6,2,I_10,STDR2,9,,
6,2,I_11,STPO1,5,,
6,2,I_12,CAAN1,2,,
6,2,I_13,STTO-BH,4,,
6,2,I_14,CAAN1,6,,
6,2,I_15,STDI,2,,
6,2,I_16,STIN,3,,
6,2,I_17,CAAN1,11,,
6,2,I_18,blank,3,,
6,2,I_19,CAAN2,14,,
6,2,I_20,CAAN2,6,,
6,2,J_01,CAIN4,3,,
6,2,J_02,CAIN4,10,,
6,2,J_03,CAIN3,14,2020-12-05,
6,2,J_04,STTO-BH,10,2020-12-05,
6,2,J_05,CAAM-GB,10,,
6,2,J_06,CAAN2,4,,
6,2,J_07,STTO-BH,8,2020-12-05,
6,2,J_08,CAIN4,11,,
6,2,J_09,CACO1,2,2020-12-08,
6,2,J_10,STDR2,14,2020-12-08,
6,2,J_11,STPO1,1,2020-12-09,
6,2,J_12,STDI,4,2020-12-05,
6,2,J_13,STPO1,9,2020-12-08,
6,2,J_14,CAIN3,13,,
6,2,J_15,STTO-BH,15,,
6,2,J_16,STPO1,2,2020-12-08,
6,2,J_17,STDR2,2,2020-12-12,
6,2,J_18,CAIN3,5,,
6,2,J_19,STDI,5,,
6,2,J_20,CAAM-GB,9,,
6,3,A_01,STBR3,14,,
6,3,A_02,STBR3,5,,
6,3,A_03,STDR2,5,,
6,3,A_04,STTO-BH,10,,
6,3,A_05,CACO1,1,,
6,3,A_06,STIN,11,,
6,3,A_07,STIN,14,,
6,3,A_08,STPO1,15,,
6,3,A_09,CAAN2,7,,
6,3,A_10,STIN,2,2020-12-10,
6,3,A_11,CACO1,2,2020-12-09,
6,3,A_12,STDI,6,,
6,3,A_13,CAIN4,2,2020-12-06,
6,3,A_14,STPO1,7,2020-12-10,
6,3,A_15,CAAN1,14,,
6,3,A_16,STGL1,7,,
6,3,A_17,CAIN4,15,,
6,3,A_18,STPO1,2,,
6,3,A_19,CAAM-GB,4,,
