"","Cohort","Block","Position","Pop","Rep","germdate","Notes","plantdate","germjul","plantjul","days2germ","plantSep","germSep","days2germ2","planted","germinated","mean.Temp","mean.Min.Temp","mean.Max.Temp","Topt"
"3630",7,1,"B_10","STTO-BH",2,2020-12-28,"",2020-12-11,363,346,17,101,118,17,1,1,8.28696537678209,4.08333333333333,15.5,21.4389966
"3631",7,1,"B_11","STIN",7,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.92210573
"3632",7,1,"B_12","STTO-BH",11,2020-12-28,"",2020-12-11,363,346,17,101,118,17,1,1,8.28696537678209,4.08333333333333,15.5,21.4389966
"3633",7,1,"B_13","CAAM-GB",1,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,12.17705163
"3634",7,1,"B_14","CAIN4",8,2020-12-21,"",2020-12-11,356,346,10,101,111,10,1,1,8.22200044355733,4.04545454545455,15.3636363636364,36.46572848
"3635",7,1,"B_15","CAIN3",6,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3636",7,1,"B_16","CAIN3",14,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3637",7,1,"B_17","STDR2",16,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,26.75027797
"3638",7,1,"B_18","STIN",3,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.92210573
"3639",7,1,"B_19","STTO-BH",6,2020-12-28,"",2020-12-11,363,346,17,101,118,17,1,1,8.28696537678209,4.08333333333333,15.5,21.4389966
"3640",7,1,"B_20","STBR3",5,2020-12-28,"",2020-12-11,363,346,17,101,118,17,1,1,8.28696537678209,4.08333333333333,15.5,36.4851957
"3641",7,1,"C_01","STTO-BH",7,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,21.4389966
"3642",7,1,"C_02","STDI",4,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,29.11518968
"3643",7,1,"C_03","blank",2,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,NA
"3644",7,1,"C_04","STPO1",10,2020-12-28,"",2020-12-11,363,346,17,101,118,17,1,1,8.28696537678209,4.08333333333333,15.5,21.46575374
"3645",7,1,"C_05","CAIN3",11,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3646",7,1,"C_06","CAIN3",3,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3647",7,1,"C_07","STGL1",4,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.95117404
"3648",7,1,"C_08","STPO1",12,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,21.46575374
"3649",7,1,"C_09","CAIN3",5,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3650",7,1,"C_10","STTO-BH",14,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,21.4389966
"3651",7,1,"C_11","STBR3",15,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.4851957
"3652",7,1,"C_12","CAAN1",5,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,22.29586622
"3653",7,1,"C_13","CAAN2",3,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.49216534
"3654",7,1,"C_14","STBR3",16,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.4851957
"3655",7,1,"C_15","STDI",6,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,29.11518968
"3656",7,1,"C_16","STTO-BH",8,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,21.4389966
"3657",7,1,"C_17","CAIN4",14,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.46572848
"3658",7,1,"C_18","CAIN3",8,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3659",7,1,"C_19","STPO1",7,2021-01-04,"",2020-12-11,4,346,24,101,125,24,1,1,8.51769331585845,4.42,15.54,21.46575374
"3660",7,1,"C_20","CAAM-GB",13,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,12.17705163
"3661",7,1,"D_01","CAAN1",16,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,22.29586622
"3662",7,1,"D_02","STTO-BH",1,2020-12-28,"",2020-12-11,363,346,17,101,118,17,1,1,8.28696537678209,4.08333333333333,15.5,21.4389966
"3663",7,1,"D_03","CAAN2",16,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.49216534
"3664",7,1,"D_04","CACO1",1,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.45463261
"3665",7,1,"D_05","STDI",8,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,29.11518968
"3666",7,1,"D_06","STTO-BH",13,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,21.4389966
"3667",7,1,"D_07","STGL1",6,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.95117404
"3668",7,1,"D_08","CAAM-GB",3,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,12.17705163
"3669",7,1,"D_09","STDR2",13,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,26.75027797
"3670",7,1,"D_10","CAAN2",9,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.49216534
"3671",7,1,"D_11","CAAN2",10,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.49216534
"3672",7,1,"D_12","STDR2",9,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,26.75027797
"3673",7,1,"D_13","CAAM-GB",14,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,12.17705163
"3674",7,1,"D_14","STGL1",8,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.95117404
"3675",7,1,"D_15","STDR2",5,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,26.75027797
"3676",7,1,"D_16","STTO-BH",5,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,21.4389966
"3677",7,1,"D_17","CAAM-GB",2,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,12.17705163
"3678",7,1,"D_18","CAIN4",9,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.46572848
"3679",7,1,"D_19","blank",1,NA,"iButton in this blank",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,NA
"3680",7,1,"D_20","STBR3",7,2020-12-28,"",2020-12-11,363,346,17,101,118,17,1,1,8.28696537678209,4.08333333333333,15.5,36.4851957
"3681",7,1,"E_01","CAAN2",1,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.49216534
"3682",7,1,"E_02","STGL1",15,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.95117404
"3683",7,1,"E_03","STDR2",6,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,26.75027797
"3684",7,1,"E_04","CAAM-GB",5,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,12.17705163
"3685",7,1,"E_05","STDI",5,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,29.11518968
"3686",7,1,"E_06","STPO1",3,2020-12-28,"",2020-12-11,363,346,17,101,118,17,1,1,8.28696537678209,4.08333333333333,15.5,21.46575374
"3687",7,1,"E_07","STDR2",1,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,26.75027797
"3688",7,1,"E_08","CAIN4",1,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.46572848
"3689",7,1,"E_09","CAIN4",12,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.46572848
"3690",7,1,"E_10","STDI",12,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,29.11518968
"3691",7,1,"E_11","STPO1",4,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,21.46575374
"3692",7,1,"E_12","STDI",14,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,29.11518968
"3693",7,1,"E_13","STIN",11,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.92210573
"3694",7,1,"E_14","CAIN4",6,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.46572848
"3695",7,1,"E_15","STBR3",14,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.4851957
"3696",7,1,"E_16","STGL1",13,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.95117404
"3697",7,1,"E_17","STDI",1,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,29.11518968
"3698",7,1,"E_18","CAAN1",14,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,22.29586622
"3699",7,1,"E_19","CAAM-GB",9,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,12.17705163
"3700",7,1,"E_20","STIN",1,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.92210573
"3701",7,1,"F_01","CAAM-GB",16,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,12.17705163
"3702",7,1,"F_02","CAAN2",5,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.49216534
"3703",7,1,"F_03","CAIN4",15,2020-12-20,"",2020-12-11,355,346,9,101,110,9,1,1,8.47012923677151,4.25,15.55,36.46572848
"3704",7,1,"F_04","CAIN4",3,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.46572848
"3705",7,1,"F_05","STDI",10,2020-12-21,"",2020-12-11,356,346,10,101,111,10,1,1,8.22200044355733,4.04545454545455,15.3636363636364,29.11518968
"3706",7,1,"F_06","STPO1",11,2020-12-28,"",2020-12-11,363,346,17,101,118,17,1,1,8.28696537678209,4.08333333333333,15.5,21.46575374
"3707",7,1,"F_07","CAIN4",13,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.46572848
"3708",7,1,"F_08","CAAN1",9,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,22.29586622
"3709",7,1,"F_09","CACO1",2,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.45463261
"3710",7,1,"F_10","CAAM-GB",15,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,12.17705163
"3711",7,1,"F_11","STBR3",10,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.4851957
"3712",7,1,"F_12","STIN",10,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.92210573
"3713",7,1,"F_13","STDI",3,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,29.11518968
"3714",7,1,"F_14","CAAN2",14,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.49216534
"3715",7,1,"F_15","CAAN1",6,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,22.29586622
"3716",7,1,"F_16","CAAN1",10,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,22.29586622
"3717",7,1,"F_17","STDR2",8,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,26.75027797
"3718",7,1,"F_18","STTO-BH",3,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,21.4389966
"3719",7,1,"F_19","CAAN2",13,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.49216534
"3720",7,1,"F_20","CAAN1",4,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,22.29586622
"3721",7,1,"G_01","STTO-BH",16,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,21.4389966
"3722",7,1,"G_02","STIN",5,2021-01-04,"",2020-12-11,4,346,24,101,125,24,1,1,8.51769331585845,4.42,15.54,25.92210573
"3723",7,1,"G_03","STGL1",10,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.95117404
"3724",7,1,"G_04","CAAM-GB",10,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,12.17705163
"3725",7,1,"G_05","STPO1",16,2020-12-28,"",2020-12-11,363,346,17,101,118,17,1,1,8.28696537678209,4.08333333333333,15.5,21.46575374
"3726",7,1,"G_06","CAIN3",10,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3727",7,1,"G_07","STDR2",12,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,26.75027797
"3728",7,1,"G_08","STDI",16,2020-12-24,"",2020-12-11,359,346,13,101,114,13,1,1,7.9787196930054,3.71428571428571,15.3214285714286,29.11518968
"3729",7,1,"G_09","STTO-BH",12,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,21.4389966
"3730",7,1,"G_10","STPO1",13,2020-12-24,"",2020-12-11,359,346,13,101,114,13,1,1,7.9787196930054,3.71428571428571,15.3214285714286,21.46575374
"3731",7,1,"G_11","STIN",4,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.92210573
"3732",7,1,"G_12","CAAN2",4,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.49216534
"3733",7,1,"G_13","STDR2",10,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,26.75027797
"3734",7,1,"G_14","STTO-BH",4,2020-12-28,"",2020-12-11,363,346,17,101,118,17,1,1,8.28696537678209,4.08333333333333,15.5,21.4389966
"3735",7,1,"G_15","CAIN4",11,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.46572848
"3736",7,1,"G_16","STGL1",9,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.95117404
"3737",7,1,"G_17","STIN",6,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.92210573
"3738",7,1,"G_18","CAAN2",15,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.49216534
"3739",7,1,"G_19","STBR3",6,2020-12-28,"",2020-12-11,363,346,17,101,118,17,1,1,8.28696537678209,4.08333333333333,15.5,36.4851957
"3740",7,1,"G_20","CACO1",4,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.45463261
"3741",7,1,"H_01","STGL1",11,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.95117404
"3742",7,1,"H_02","CAAN2",7,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.49216534
"3743",7,1,"H_03","STDR2",7,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,26.75027797
"3744",7,1,"H_04","STPO1",15,2020-12-21,"",2020-12-11,356,346,10,101,111,10,1,1,8.22200044355733,4.04545454545455,15.3636363636364,21.46575374
"3745",7,1,"H_05","STDI",11,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,29.11518968
"3746",7,1,"H_06","CAIN3",1,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3747",7,1,"H_07","STIN",14,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.92210573
"3748",7,1,"H_08","STTO-BH",9,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,21.4389966
"3749",7,1,"H_09","STTO-BH",10,2020-12-21,"",2020-12-11,356,346,10,101,111,10,1,1,8.22200044355733,4.04545454545455,15.3636363636364,21.4389966
"3750",7,1,"H_10","CAIN4",7,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.46572848
"3751",7,1,"H_11","STPO1",8,2020-12-24,"",2020-12-11,359,346,13,101,114,13,1,1,7.9787196930054,3.71428571428571,15.3214285714286,21.46575374
"3752",7,1,"H_12","STGL1",2,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.95117404
"3753",7,1,"H_13","STBR3",9,2021-01-04,"",2020-12-11,4,346,24,101,125,24,1,1,8.51769331585845,4.42,15.54,36.4851957
"3754",7,1,"H_14","STIN",8,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.92210573
"3755",7,1,"H_15","CAIN3",2,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3756",7,1,"H_16","STIN",2,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.92210573
"3757",7,1,"H_17","STBR3",12,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.4851957
"3758",7,1,"H_18","STBR3",1,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.4851957
"3759",7,1,"H_19","CAAN1",11,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,22.29586622
"3760",7,1,"H_20","STDR2",4,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,26.75027797
"3761",7,1,"I_01","STTO-BH",15,2020-12-28,"",2020-12-11,363,346,17,101,118,17,1,1,8.28696537678209,4.08333333333333,15.5,21.4389966
"3762",7,1,"I_02","CAAM-GB",11,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,12.17705163
"3763",7,1,"I_03","CAAN1",13,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,22.29586622
"3764",7,1,"I_04","STDR2",15,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,26.75027797
"3765",7,1,"I_05","CAAN1",15,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,22.29586622
"3766",7,1,"I_06","CAIN3",15,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3767",7,1,"I_07","CAIN3",16,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3768",7,1,"I_08","CAIN3",12,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3769",7,1,"I_09","CAAN2",6,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.49216534
"3770",7,1,"I_10","CAAM-GB",12,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,12.17705163
"3771",7,1,"I_11","STPO1",2,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,21.46575374
"3772",7,1,"I_12","STGL1",1,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.95117404
"3773",7,1,"I_13","STBR3",3,2020-12-28,"",2020-12-11,363,346,17,101,118,17,1,1,8.28696537678209,4.08333333333333,15.5,36.4851957
"3774",7,1,"I_14","STIN",9,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.92210573
"3775",7,1,"I_15","STDI",9,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,29.11518968
"3776",7,1,"I_16","CAAN1",12,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,22.29586622
"3777",7,1,"I_17","CAIN3",7,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3778",7,1,"I_18","STDI",13,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,29.11518968
"3779",7,1,"I_19","STDR2",3,NA,"dropped cone, new seed planted",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,26.75027797
"3780",7,1,"I_20","STPO1",9,2021-01-25,"",2020-12-11,25,346,45,101,146,45,1,1,9.06724785903517,4.71739130434783,16.5326086956522,21.46575374
"3781",7,1,"J_01","STBR3",11,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.4851957
"3782",7,1,"J_02","STDI",7,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,29.11518968
"3783",7,1,"J_03","STDI",2,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,29.11518968
"3784",7,1,"J_04","STGL1",12,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.95117404
"3785",7,1,"J_05","CAAN1",3,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,22.29586622
"3786",7,1,"J_06","STGL1",14,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.95117404
"3787",7,1,"J_07","CAAN2",11,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.49216534
"3788",7,1,"J_08","CAAM-GB",4,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,12.17705163
"3789",7,1,"J_09","STDI",15,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,29.11518968
"3790",7,1,"J_10","CAAN1",8,2020-12-24,"",2020-12-11,359,346,13,101,114,13,1,1,7.9787196930054,3.71428571428571,15.3214285714286,22.29586622
"3791",7,1,"J_11","CAAM-GB",8,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,12.17705163
"3792",7,1,"J_12","STPO1",5,2020-12-28,"",2020-12-11,363,346,17,101,118,17,1,1,8.28696537678209,4.08333333333333,15.5,21.46575374
"3793",7,1,"J_13","CAIN4",5,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.46572848
"3794",7,1,"J_14","STBR3",8,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.4851957
"3795",7,1,"J_15","CAIN4",16,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.46572848
"3796",7,1,"J_16","STPO1",6,2020-12-28,"",2020-12-11,363,346,17,101,118,17,1,1,8.28696537678209,4.08333333333333,15.5,21.46575374
"3797",7,1,"J_17","CAIN3",13,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3798",7,1,"J_18","STGL1",7,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.95117404
"3799",7,1,"J_19","STDR2",11,NA,"cone dropped, seed may have fallen out",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,26.75027797
"3800",7,1,"J_20","STPO1",14,2021-01-25,"",2020-12-11,25,346,45,101,146,45,1,1,9.06724785903517,4.71739130434783,16.5326086956522,21.46575374
"3801",7,2,"A_01","CAIN4",13,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.46572848
"3802",7,2,"A_02","STBR3",7,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.4851957
"3803",7,2,"A_03","blank",1,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,NA
"3804",7,2,"A_04","STIN",15,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.92210573
"3805",7,2,"A_05","CAAN2",14,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.49216534
"3806",7,2,"A_06","STPO1",5,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,21.46575374
"3807",7,2,"A_07","blank",3,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,NA
"3808",7,2,"A_08","CAIN4",8,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,36.46572848
"3809",7,2,"A_09","STIN",4,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.92210573
"3810",7,2,"A_10","STGL1",3,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.95117404
"3811",7,2,"A_11","CAAN2",3,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.49216534
"3812",7,2,"A_12","CAIN3",12,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3813",7,2,"A_13","STTO-BH",6,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,21.4389966
"3814",7,2,"A_14","STBR3",4,2021-01-04,"",2020-12-11,4,346,24,101,125,24,1,1,8.51769331585845,4.42,15.54,36.4851957
"3815",7,2,"A_15","STDR2",1,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,26.75027797
"3816",7,2,"A_16","CAIN3",5,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3817",7,2,"A_17","STTO-BH",9,2020-12-24,"",2020-12-11,359,346,13,101,114,13,1,1,7.9787196930054,3.71428571428571,15.3214285714286,21.4389966
"3818",7,2,"A_18","STGL1",11,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.95117404
"3819",7,2,"A_19","STIN",8,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.92210573
"3820",7,2,"A_20","CAIN3",1,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3821",7,2,"B_01","STPO1",13,2021-01-04,"",2020-12-11,4,346,24,101,125,24,1,1,8.51769331585845,4.42,15.54,21.46575374
"3822",7,2,"B_02","CAAN1",10,2020-12-24,"",2020-12-11,359,346,13,101,114,13,1,1,7.9787196930054,3.71428571428571,15.3214285714286,22.29586622
"3823",7,2,"B_03","STGL1",9,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.95117404
"3824",7,2,"B_04","CAIN3",3,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,30.61272267
"3825",7,2,"B_05","STGL1",6,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,25.95117404
"3826",7,2,"B_06","STBR3",5,2021-01-04,"",2020-12-11,4,346,24,101,125,24,1,1,8.51769331585845,4.42,15.54,36.4851957
"3827",7,2,"B_07","STTO-BH",7,2020-12-28,"",2020-12-11,363,346,17,101,118,17,1,1,8.28696537678209,4.08333333333333,15.5,21.4389966
"3828",7,2,"B_08","CAAM-GB",10,NA,"",2020-12-11,NA,346,NA,101,NA,NA,1,0,NA,NA,NA,12.17705163
