"","Population","Cohort","Old.Block","Old.Replicate","New.Block","New.Position","germdate","Notes","plantdate","germjul","plantjul","days2germ","plantSep","germSep","days2germ2","planted","germinated","water.date","RegermSep","Redays2germ","mean.Temp"
"1221","STGL1",5,2,13,9,"G_05",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1222","blank",6,3,2,9,"G_06",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1223","CAAN1",2,2,3,9,"G_07",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1224","blank",6,2,1,9,"G_08",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1225","blank",1,2,4,9,"G_09",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1226","STDI",5,1,8,9,"G_10",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1227","STIN",4,3,8,9,"G_11",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1228","CAAN1",6,2,5,9,"G_12",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1229","CAAN2",4,3,16,9,"G_13",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1230","CAIN4",7,2,6,9,"G_14",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1231","STDR2",2,3,13,9,"G_15",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1232","STTO-BH",7,2,14,9,"G_16",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1233","CAIN4",7,2,2,9,"G_17",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1234","CAIN3",6,3,2,9,"G_18",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1235","CAIN3",4,1,13,9,"G_19",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1236","STDR2",4,1,15,9,"G_20",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1237","CAAN2",6,3,15,9,"H_01",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1238","CAIN4",7,1,14,9,"H_03",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1239","CAAM-GB",4,1,10,9,"H_04",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1240","STBR3",1,1,1,9,"H_05",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1241","CAAN2",3,3,4,9,"H_06",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1242","blank",4,2,1,9,"H_08",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1243","STDR2",5,3,12,9,"H_09",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1244","STDR2",4,1,8,9,"H_10",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1245","STDI",4,2,11,9,"H_11",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1246","CACO1",7,2,3,9,"H_12",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1247","CAAN1",4,2,3,9,"H_13",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1248","CAAM-GB",4,2,6,9,"H_14",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1249","CAIN4",3,1,11,9,"H_15",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1250","CAIN4",6,3,13,9,"H_16",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1251","STDI",4,3,6,9,"H_17",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1252","STDR2",3,1,7,9,"H_18",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1253","STTO-BH",2,2,5,9,"H_19",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1254","CAIN3",5,2,16,9,"H_20",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1255","CAAM-GB",4,2,9,9,"I_01",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1256","CAIN4",1,3,14,9,"I_02",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1257","CAAN2",7,1,14,9,"I_03",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1258","CAAM-GB",1,3,1,9,"I_04",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1259","CAIN3",5,3,9,9,"I_05",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1260","STBR3",7,1,12,9,"I_07",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1261","STGL1",5,1,15,9,"I_08",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1262","STPO1",7,3,16,9,"I_09",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1263","STDR2",5,1,5,9,"I_10",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1264","blank",3,3,1,9,"I_11",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1265","CAAM-GB",6,2,14,9,"I_12",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1266","STBR3",7,2,2,9,"I_13",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1267","STTO-BH",7,1,14,9,"I_14",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1268","CAIN3",5,3,12,9,"I_15",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1269","blank",1,3,4,9,"I_16",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1270","STIN",6,1,11,9,"I_17",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1271","CAIN4",3,1,9,9,"I_18",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1272","CAIN3",6,3,14,9,"I_19",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1273","CAIN4",7,2,11,9,"J_01",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1274","STDR2",6,2,12,9,"J_02",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1275","CAAN1",7,2,9,9,"J_03",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1276","CAAN2",4,3,15,9,"J_04",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1277","STGL1",4,3,10,9,"J_05",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1278","CAIN4",1,1,2,9,"J_06",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1279","STTO-BH",4,2,8,9,"J_07",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1280","STDR2",6,2,9,9,"J_08",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1281","CAIN4",7,2,9,9,"J_09",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1282","CAIN4",7,3,2,9,"J_10",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1283","STIN",5,2,6,9,"J_12",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1284","CAAN2",2,1,3,9,"J_13",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1285","STBR3",4,2,12,9,"J_14",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1286","CAAM-GB",5,3,7,9,"J_15",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1287","STDR2",6,2,8,9,"J_16",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1288","CAAM-GB",5,1,8,9,"J_17",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1289","STPO1",6,2,7,9,"J_19",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1290","STIN",6,2,3,9,"J_20",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1291","STGL1",6,2,15,1,"A_01",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1292","CAAN1",7,3,16,1,"A_02",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1293","STGL1",4,3,15,1,"A_03",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1295","STBR3",4,2,3,1,"A_06",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1296","STPO1",2,2,13,1,"A_08",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1297","STTO-BH",4,3,6,1,"A_09",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1298","CAAM-GB",5,1,11,1,"A_10",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1299","CAAM-GB",2,2,10,1,"A_11",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1300","CAAM-GB",5,3,12,1,"A_13",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1301","CAAM-GB",2,3,9,1,"A_14",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1302","CAIN4",4,3,3,1,"A_15",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1303","CAAM-GB",7,2,13,1,"A_16",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1304","CAIN3",4,1,14,1,"A_17",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1305","STGL1",3,2,7,1,"A_18",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1306","CAAN1",5,2,7,1,"A_19",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1307","CAIN4",5,2,14,1,"A_20",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1308","CACO1",6,3,1,1,"B_01",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1309","CAAN1",3,3,14,1,"B_02",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1310","STDI",5,1,4,1,"B_04",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1311","CAAN1",7,3,11,1,"B_05",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1312","STDR2",7,2,4,1,"B_06",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1313","CAAM-GB",2,2,8,1,"B_07",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1314","CAAN2",2,3,12,1,"B_09",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1315","STBR3",5,3,2,1,"B_11",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1316","STGL1",7,3,11,1,"B_12",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1317","STPO1",7,3,5,1,"B_13",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1318","CAAN1",4,2,11,1,"B_14",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1319","STDR2",3,1,10,1,"B_15",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1320","STIN",7,3,1,1,"B_16",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1321","STDR2",7,1,7,1,"B_17",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1322","STGL1",4,2,16,1,"B_19",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1323","CAAN2",1,1,16,1,"B_20",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1324","CAAM-GB",7,1,11,1,"C_01",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1325","STDR2",7,2,3,1,"C_02",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1326","STGL1",7,1,9,1,"C_03",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1327","CACO1",1,3,2,1,"C_04",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1328","STGL1",7,1,6,1,"C_05",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1329","CAAM-GB",3,2,6,1,"C_06",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1330","CAIN4",4,3,10,1,"C_07",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1331","STTO-BH",4,2,13,1,"C_09",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1332","CAAN1",5,2,1,1,"C_10",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1333","CAIN3",6,2,11,1,"C_11",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1334","CAAN2",1,1,15,1,"C_12",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1335","CAIN4",2,3,9,1,"C_13",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1336","CAAM-GB",4,2,1,1,"C_14",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1337","CAAN2",1,3,4,1,"C_15",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1338","STIN",1,2,16,1,"C_17",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1339","STIN",2,1,10,1,"C_18",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1340","STIN",4,3,6,1,"C_19",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1341","CAIN3",2,3,2,1,"D_01",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1342","STBR3",7,2,1,1,"D_03",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1343","STGL1",7,2,10,1,"D_04",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1344","STIN",6,3,3,1,"D_05",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1345","blank",2,3,1,1,"D_06",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1346","CAAM-GB",6,1,13,1,"D_07",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1347","CAIN4",4,2,3,1,"D_08",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1348","STIN",7,2,16,1,"D_09",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1349","STIN",1,2,3,1,"D_10",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1350","STPO1",1,1,11,1,"D_11",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1351","CACO1",4,3,1,1,"D_12",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1352","STBR3",6,1,8,1,"D_13",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1353","STTO-BH",7,2,16,1,"D_14",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1354","CAAM-GB",6,1,5,1,"D_15",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1355","CAIN4",4,3,5,1,"D_16",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1356","STDR2",6,3,1,1,"D_18",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1357","CAAM-GB",5,1,3,1,"D_19",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1358","STDR2",6,1,2,1,"D_20",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1359","CAIN3",6,3,13,1,"E_01",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1360","CAAN2",7,1,6,1,"E_02",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1361","STIN",7,2,13,1,"E_03",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1362","CAAN2",2,1,13,1,"E_04",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1363","CAAN2",1,3,16,1,"E_05",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1364","STIN",2,3,8,1,"E_06",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1365","STIN",5,3,12,1,"E_07",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1366","blank",7,3,2,1,"E_08",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1367","STDI",5,2,14,1,"E_09",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1368","CAAN2",3,1,9,1,"E_10",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1369","CACO1",4,3,4,1,"E_11",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1370","CAAN1",2,2,13,1,"E_13",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1371","CAAM-GB",1,3,3,1,"E_14",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1372","CAAN2",2,1,15,1,"E_15",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1373","CAIN3",5,1,7,1,"E_16",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1374","CAAN2",2,2,3,1,"E_17",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1375","CAAM-GB",6,3,2,1,"E_18",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1376","CAAN2",2,1,5,1,"E_19",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1377","STDI",2,1,14,1,"E_20",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1378","CAAM-GB",5,1,6,1,"F_01",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1379","STGL1",5,1,7,1,"F_02",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1380","CAIN4",3,1,8,1,"F_03",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1381","STBR3",7,2,7,1,"F_04",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1382","STPO1",1,3,6,1,"F_06",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1383","STBR3",5,1,12,1,"F_09",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1384","CAIN4",5,2,12,1,"F_10",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1385","CACO1",1,2,1,1,"F_11",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1386","STIN",1,3,16,1,"F_12",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1387","STDR2",2,3,2,1,"F_13",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1388","blank",7,2,4,1,"F_14",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1389","STBR3",6,1,16,1,"F_15",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1390","CAAM-GB",5,1,7,1,"F_16",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1391","STDR2",4,1,1,1,"F_17",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1392","CAIN4",4,3,8,1,"F_18",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1393","STDR2",7,1,5,1,"F_20",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1394","CAIN4",6,1,3,1,"G_02",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1395","CAAN1",6,1,11,1,"G_03",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1396","CAIN4",2,1,5,1,"G_04",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1397","CAAN2",3,2,9,1,"G_05",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1398","CAAM-GB",4,2,5,1,"G_06",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1399","STIN",5,2,14,1,"G_07",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1400","CAAN1",7,1,9,1,"G_08",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1401","CAAM-GB",1,1,3,1,"G_09",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1402","STDI",3,3,1,1,"G_10",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1403","CAIN4",2,3,15,1,"G_11",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1404","CAAN2",2,1,12,1,"G_12",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1405","STBR3",7,2,10,1,"G_13",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1406","CAAN2",4,2,4,1,"G_14",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1407","CAIN3",4,2,6,1,"G_15",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1408","STDI",7,3,12,1,"G_18",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1409","STDR2",4,3,16,1,"G_19",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1410","CAAN2",1,1,14,1,"G_20",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1411","CAAN1",5,3,15,1,"H_01",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1412","STDR2",7,2,13,1,"H_03",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1413","STPO1",5,2,10,1,"H_04",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1414","STDI",6,2,3,1,"H_05",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1415","STDR2",7,1,2,1,"H_06",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1416","STDR2",5,3,6,1,"H_07",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1417","CAIN4",5,2,9,1,"H_09",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
