Date.Time,Unit,temp,block,hour,minute,Date
10/27/21 7:03,C,12,8,7,3,10/27/21
10/27/21 8:03,C,12.5,8,8,3,10/27/21
10/27/21 9:03,C,14,8,9,3,10/27/21
10/27/21 10:03,C,18.5,8,10,3,10/27/21
10/27/21 11:03,C,23.5,8,11,3,10/27/21
10/27/21 12:03,C,22,8,12,3,10/27/21
10/27/21 13:03,C,22.5,8,13,3,10/27/21
10/27/21 14:03,C,23,8,14,3,10/27/21
10/27/21 15:03,C,23,8,15,3,10/27/21
10/27/21 16:03,C,21,8,16,3,10/27/21
10/27/21 17:03,C,20.5,8,17,3,10/27/21
10/27/21 18:03,C,19,8,18,3,10/27/21
10/27/21 19:03,C,17.5,8,19,3,10/27/21
10/27/21 20:03,C,17,8,20,3,10/27/21
10/27/21 21:03,C,16.5,8,21,3,10/27/21
10/27/21 22:03,C,16,8,22,3,10/27/21
10/27/21 23:03,C,15.5,8,23,3,10/27/21
10/28/21 0:03,C,15,8,0,3,10/28/21
10/28/21 1:03,C,14.5,8,1,3,10/28/21
10/28/21 2:03,C,14,8,2,3,10/28/21
10/28/21 3:03,C,13.5,8,3,3,10/28/21
10/28/21 4:03,C,12.5,8,4,3,10/28/21
10/28/21 5:03,C,12.5,8,5,3,10/28/21
10/28/21 6:03,C,12,8,6,3,10/28/21
10/28/21 7:03,C,11.5,8,7,3,10/28/21
10/28/21 8:03,C,11,8,8,3,10/28/21
10/28/21 9:03,C,12,8,9,3,10/28/21
10/28/21 10:03,C,20,8,10,3,10/28/21
10/28/21 11:03,C,24.5,8,11,3,10/28/21
10/28/21 12:03,C,22,8,12,3,10/28/21
10/28/21 13:03,C,24,8,13,3,10/28/21
10/28/21 14:03,C,24.5,8,14,3,10/28/21
10/28/21 15:03,C,24.5,8,15,3,10/28/21
10/28/21 16:03,C,22.5,8,16,3,10/28/21
10/28/21 17:03,C,22.5,8,17,3,10/28/21
10/28/21 18:03,C,21,8,18,3,10/28/21
10/28/21 19:03,C,18.5,8,19,3,10/28/21
10/28/21 20:03,C,17,8,20,3,10/28/21
10/28/21 21:03,C,16,8,21,3,10/28/21
10/28/21 22:03,C,15,8,22,3,10/28/21
10/28/21 23:03,C,14,8,23,3,10/28/21
10/29/21 0:03,C,13.5,8,0,3,10/29/21
10/29/21 1:03,C,13,8,1,3,10/29/21
10/29/21 2:03,C,12.5,8,2,3,10/29/21
10/29/21 3:03,C,12,8,3,3,10/29/21
10/29/21 4:03,C,11.5,8,4,3,10/29/21
10/29/21 5:03,C,12,8,5,3,10/29/21
10/29/21 6:03,C,11.5,8,6,3,10/29/21
10/29/21 7:03,C,11.5,8,7,3,10/29/21
10/29/21 8:03,C,11.5,8,8,3,10/29/21
10/29/21 9:03,C,12.5,8,9,3,10/29/21
10/29/21 10:03,C,14.5,8,10,3,10/29/21
10/29/21 11:03,C,16.5,8,11,3,10/29/21
10/29/21 12:03,C,20,8,12,3,10/29/21
10/29/21 13:03,C,22.5,8,13,3,10/29/21
10/29/21 14:03,C,24,8,14,3,10/29/21
10/29/21 15:03,C,24.5,8,15,3,10/29/21
10/29/21 16:03,C,23,8,16,3,10/29/21
10/29/21 17:03,C,22,8,17,3,10/29/21
10/29/21 18:03,C,19.5,8,18,3,10/29/21
10/29/21 19:03,C,18,8,19,3,10/29/21
10/29/21 20:03,C,17,8,20,3,10/29/21
10/29/21 21:03,C,17,8,21,3,10/29/21
10/29/21 22:03,C,16.5,8,22,3,10/29/21
10/29/21 23:03,C,16,8,23,3,10/29/21
10/30/21 0:03,C,15.5,8,0,3,10/30/21
10/30/21 1:03,C,15,8,1,3,10/30/21
10/30/21 2:03,C,14.5,8,2,3,10/30/21
10/30/21 3:03,C,14,8,3,3,10/30/21
10/30/21 4:03,C,13.5,8,4,3,10/30/21
10/30/21 5:03,C,13,8,5,3,10/30/21
10/30/21 6:03,C,13,8,6,3,10/30/21
10/30/21 7:03,C,13,8,7,3,10/30/21
10/30/21 8:03,C,13.5,8,8,3,10/30/21
10/30/21 9:03,C,14.5,8,9,3,10/30/21
10/30/21 10:03,C,20.5,8,10,3,10/30/21
10/30/21 11:03,C,24,8,11,3,10/30/21
10/30/21 12:03,C,24,8,12,3,10/30/21
10/30/21 13:03,C,25.5,8,13,3,10/30/21
10/30/21 14:03,C,23,8,14,3,10/30/21
10/30/21 15:03,C,21.5,8,15,3,10/30/21
10/30/21 16:03,C,20,8,16,3,10/30/21
10/30/21 17:03,C,18,8,17,3,10/30/21
10/30/21 18:03,C,16.5,8,18,3,10/30/21
10/30/21 19:03,C,15,8,19,3,10/30/21
10/30/21 20:03,C,14,8,20,3,10/30/21
10/30/21 21:03,C,13.5,8,21,3,10/30/21
10/30/21 22:03,C,13,8,22,3,10/30/21
10/30/21 23:03,C,13,8,23,3,10/30/21
10/31/21 0:03,C,12.5,8,0,3,10/31/21
10/31/21 1:03,C,12,8,1,3,10/31/21
10/31/21 2:03,C,11.5,8,2,3,10/31/21
10/31/21 3:03,C,11,8,3,3,10/31/21
10/31/21 4:03,C,10.5,8,4,3,10/31/21
10/31/21 5:03,C,10.5,8,5,3,10/31/21
10/31/21 6:03,C,10,8,6,3,10/31/21
10/31/21 7:03,C,9.5,8,7,3,10/31/21
10/31/21 8:03,C,10,8,8,3,10/31/21
10/31/21 9:03,C,10.5,8,9,3,10/31/21
10/31/21 10:03,C,18.5,8,10,3,10/31/21
10/31/21 11:03,C,22,8,11,3,10/31/21
10/31/21 12:03,C,22.5,8,12,3,10/31/21
10/31/21 13:03,C,20.5,8,13,3,10/31/21
10/31/21 14:03,C,20.5,8,14,3,10/31/21
10/31/21 15:03,C,19.5,8,15,3,10/31/21
10/31/21 16:03,C,19,8,16,3,10/31/21
10/31/21 17:03,C,18,8,17,3,10/31/21
10/31/21 18:03,C,15.5,8,18,3,10/31/21
10/31/21 19:03,C,14.5,8,19,3,10/31/21
10/31/21 20:03,C,14,8,20,3,10/31/21
10/31/21 21:03,C,14,8,21,3,10/31/21
10/31/21 22:03,C,13.5,8,22,3,10/31/21
10/31/21 23:03,C,13,8,23,3,10/31/21
11/1/21 0:03,C,13,8,0,3,11/1/21
11/1/21 1:03,C,13,8,1,3,11/1/21
11/1/21 2:03,C,13,8,2,3,11/1/21
11/1/21 3:03,C,12.5,8,3,3,11/1/21
11/1/21 4:03,C,12.5,8,4,3,11/1/21
11/1/21 5:03,C,12.5,8,5,3,11/1/21
11/1/21 6:03,C,13,8,6,3,11/1/21
11/1/21 7:03,C,13,8,7,3,11/1/21
11/1/21 8:03,C,13,8,8,3,11/1/21
11/1/21 9:03,C,14,8,9,3,11/1/21
11/1/21 10:03,C,16,8,10,3,11/1/21
11/1/21 11:03,C,16,8,11,3,11/1/21
11/1/21 12:03,C,16.5,8,12,3,11/1/21
11/1/21 13:03,C,16.5,8,13,3,11/1/21
11/1/21 14:03,C,17.5,8,14,3,11/1/21
11/1/21 15:03,C,17,8,15,3,11/1/21
11/1/21 16:03,C,16.5,8,16,3,11/1/21
11/1/21 17:03,C,16.5,8,17,3,11/1/21
11/1/21 18:03,C,15.5,8,18,3,11/1/21
11/1/21 19:03,C,15.5,8,19,3,11/1/21
11/1/21 20:03,C,15,8,20,3,11/1/21
11/1/21 21:03,C,15,8,21,3,11/1/21
11/1/21 22:03,C,14.5,8,22,3,11/1/21
11/1/21 23:03,C,14,8,23,3,11/1/21
11/2/21 0:03,C,14,8,0,3,11/2/21
11/2/21 1:03,C,14.5,8,1,3,11/2/21
11/2/21 2:03,C,14.5,8,2,3,11/2/21
11/2/21 3:03,C,14.5,8,3,3,11/2/21
11/2/21 4:03,C,14.5,8,4,3,11/2/21
11/2/21 5:03,C,14.5,8,5,3,11/2/21
11/2/21 6:03,C,14.5,8,6,3,11/2/21
11/2/21 7:03,C,14.5,8,7,3,11/2/21
11/2/21 8:03,C,14,8,8,3,11/2/21
11/2/21 9:03,C,15,8,9,3,11/2/21
11/2/21 10:03,C,19.5,8,10,3,11/2/21
11/2/21 11:03,C,21,8,11,3,11/2/21
11/2/21 12:03,C,22,8,12,3,11/2/21
11/2/21 13:03,C,21.5,8,13,3,11/2/21
11/2/21 14:03,C,22,8,14,3,11/2/21
11/2/21 15:03,C,21.5,8,15,3,11/2/21
11/2/21 16:03,C,22,8,16,3,11/2/21
11/2/21 17:03,C,20.5,8,17,3,11/2/21
11/2/21 18:03,C,18,8,18,3,11/2/21
11/2/21 19:03,C,16.5,8,19,3,11/2/21
11/2/21 20:03,C,15.5,8,20,3,11/2/21
11/2/21 21:03,C,14.5,8,21,3,11/2/21
11/2/21 22:03,C,14,8,22,3,11/2/21
11/2/21 23:03,C,13.5,8,23,3,11/2/21
11/3/21 0:03,C,12.5,8,0,3,11/3/21
11/3/21 1:03,C,12.5,8,1,3,11/3/21
11/3/21 2:03,C,12,8,2,3,11/3/21
11/3/21 3:03,C,11.5,8,3,3,11/3/21
11/3/21 4:03,C,11,8,4,3,11/3/21
11/3/21 5:03,C,11,8,5,3,11/3/21
11/3/21 6:03,C,10.5,8,6,3,11/3/21
11/3/21 7:03,C,10,8,7,3,11/3/21
11/3/21 8:03,C,10,8,8,3,11/3/21
11/3/21 9:03,C,11,8,9,3,11/3/21
11/3/21 10:03,C,18,8,10,3,11/3/21
11/3/21 11:03,C,22.5,8,11,3,11/3/21
11/3/21 12:03,C,22,8,12,3,11/3/21
11/3/21 13:03,C,22.5,8,13,3,11/3/21
11/3/21 14:03,C,23,8,14,3,11/3/21
11/3/21 15:03,C,23,8,15,3,11/3/21
11/3/21 16:03,C,21.5,8,16,3,11/3/21
11/3/21 17:03,C,20.5,8,17,3,11/3/21
11/3/21 18:03,C,18.5,8,18,3,11/3/21
11/3/21 19:03,C,17,8,19,3,11/3/21
11/3/21 20:03,C,16.5,8,20,3,11/3/21
11/3/21 21:03,C,15.5,8,21,3,11/3/21
11/3/21 22:03,C,15,8,22,3,11/3/21
11/3/21 23:03,C,14.5,8,23,3,11/3/21
11/4/21 0:03,C,14,8,0,3,11/4/21
11/4/21 1:03,C,14,8,1,3,11/4/21
11/4/21 2:03,C,15,8,2,3,11/4/21
11/4/21 3:03,C,15.5,8,3,3,11/4/21
11/4/21 4:03,C,15,8,4,3,11/4/21
11/4/21 5:03,C,15,8,5,3,11/4/21
11/4/21 6:03,C,15,8,6,3,11/4/21
11/4/21 7:03,C,14.5,8,7,3,11/4/21
11/4/21 8:03,C,14,8,8,3,11/4/21
11/4/21 9:03,C,15,8,9,3,11/4/21
11/4/21 10:03,C,17.5,8,10,3,11/4/21
11/4/21 11:03,C,21.5,8,11,3,11/4/21
11/4/21 12:03,C,21.5,8,12,3,11/4/21
11/4/21 13:03,C,22.5,8,13,3,11/4/21
11/4/21 14:00,C,22.5,8,14,0,11/4/21
11/4/21 15:00,C,22.5,8,15,0,11/4/21
11/4/21 16:00,C,21,8,16,0,11/4/21
11/4/21 17:00,C,20.5,8,17,0,11/4/21
11/4/21 18:00,C,17,8,18,0,11/4/21
11/4/21 19:00,C,15.5,8,19,0,11/4/21
11/4/21 20:00,C,14,8,20,0,11/4/21
11/4/21 21:00,C,13,8,21,0,11/4/21
11/4/21 22:00,C,12,8,22,0,11/4/21
11/4/21 23:00,C,11.5,8,23,0,11/4/21
11/5/21 0:00,C,11,8,0,0,11/5/21
11/5/21 1:00,C,10.5,8,1,0,11/5/21
11/5/21 2:00,C,10,8,2,0,11/5/21
11/5/21 3:00,C,9,8,3,0,11/5/21
11/5/21 4:00,C,9,8,4,0,11/5/21
11/5/21 5:00,C,8.5,8,5,0,11/5/21
11/5/21 6:00,C,8,8,6,0,11/5/21
11/5/21 7:00,C,7.5,8,7,0,11/5/21
11/5/21 8:00,C,8,8,8,0,11/5/21
11/5/21 9:00,C,9.5,8,9,0,11/5/21
11/5/21 10:00,C,11,8,10,0,11/5/21
11/5/21 11:00,C,12.5,8,11,0,11/5/21
11/5/21 12:00,C,15,8,12,0,11/5/21
11/5/21 13:00,C,18,8,13,0,11/5/21
11/5/21 14:00,C,19,8,14,0,11/5/21
11/5/21 15:00,C,20,8,15,0,11/5/21
11/5/21 16:00,C,18.5,8,16,0,11/5/21
11/5/21 17:00,C,17.5,8,17,0,11/5/21
11/5/21 18:00,C,15.5,8,18,0,11/5/21
11/5/21 19:00,C,14.5,8,19,0,11/5/21
11/5/21 20:00,C,13.5,8,20,0,11/5/21
11/5/21 21:00,C,13,8,21,0,11/5/21
11/5/21 22:00,C,12.5,8,22,0,11/5/21
11/5/21 23:00,C,12,8,23,0,11/5/21
11/6/21 0:00,C,12,8,0,0,11/6/21
11/6/21 1:00,C,11.5,8,1,0,11/6/21
11/6/21 2:00,C,11.5,8,2,0,11/6/21
11/6/21 3:00,C,11.5,8,3,0,11/6/21
11/6/21 4:00,C,11,8,4,0,11/6/21
11/6/21 5:00,C,10.5,8,5,0,11/6/21
11/6/21 6:00,C,10.5,8,6,0,11/6/21
11/6/21 7:00,C,10.5,8,7,0,11/6/21
11/6/21 8:00,C,10.5,8,8,0,11/6/21
11/6/21 9:00,C,11.5,8,9,0,11/6/21
11/6/21 10:00,C,12.5,8,10,0,11/6/21
11/6/21 11:00,C,14.5,8,11,0,11/6/21
11/6/21 12:00,C,15,8,12,0,11/6/21
11/6/21 13:00,C,15.5,8,13,0,11/6/21
11/6/21 14:00,C,16,8,14,0,11/6/21
11/6/21 15:00,C,17.5,8,15,0,11/6/21
11/6/21 16:00,C,17,8,16,0,11/6/21
11/6/21 17:00,C,16.5,8,17,0,11/6/21
11/6/21 18:00,C,14.5,8,18,0,11/6/21
11/6/21 19:00,C,13.5,8,19,0,11/6/21
11/6/21 20:00,C,12.5,8,20,0,11/6/21
11/6/21 21:00,C,12,8,21,0,11/6/21
11/6/21 22:00,C,11.5,8,22,0,11/6/21
11/6/21 23:00,C,11,8,23,0,11/6/21
11/7/21 0:00,C,10.5,8,0,0,11/7/21
11/7/21 1:00,C,10,8,1,0,11/7/21
11/7/21 1:00,C,9,8,1,0,11/7/21
11/7/21 2:00,C,9,8,2,0,11/7/21
11/7/21 3:00,C,8.5,8,3,0,11/7/21
11/7/21 4:00,C,8,8,4,0,11/7/21
11/7/21 5:00,C,7,8,5,0,11/7/21
11/7/21 6:00,C,6.5,8,6,0,11/7/21
11/7/21 7:00,C,6.5,8,7,0,11/7/21
11/7/21 8:00,C,7,8,8,0,11/7/21
11/7/21 9:00,C,11,8,9,0,11/7/21
11/7/21 10:00,C,15.5,8,10,0,11/7/21
11/7/21 11:00,C,15,8,11,0,11/7/21
11/7/21 12:00,C,15.5,8,12,0,11/7/21
11/7/21 13:00,C,16,8,13,0,11/7/21
11/7/21 14:00,C,16,8,14,0,11/7/21
11/7/21 15:00,C,16,8,15,0,11/7/21
11/7/21 16:00,C,14,8,16,0,11/7/21
11/7/21 17:00,C,12.5,8,17,0,11/7/21
11/7/21 18:00,C,9.5,8,18,0,11/7/21
11/7/21 19:00,C,8.5,8,19,0,11/7/21
11/7/21 20:00,C,8,8,20,0,11/7/21
11/7/21 21:00,C,7,8,21,0,11/7/21
11/7/21 22:00,C,7,8,22,0,11/7/21
11/7/21 23:00,C,6.5,8,23,0,11/7/21
11/8/21 0:00,C,6,8,0,0,11/8/21
11/8/21 1:00,C,6,8,1,0,11/8/21
11/8/21 2:00,C,6.5,8,2,0,11/8/21
11/8/21 3:00,C,6,8,3,0,11/8/21
11/8/21 4:00,C,6.5,8,4,0,11/8/21
11/8/21 5:00,C,6,8,5,0,11/8/21
11/8/21 6:00,C,5,8,6,0,11/8/21
11/8/21 7:00,C,4.5,8,7,0,11/8/21
11/8/21 8:00,C,5,8,8,0,11/8/21
11/8/21 9:00,C,11.5,8,9,0,11/8/21
11/8/21 10:00,C,16,8,10,0,11/8/21
11/8/21 11:00,C,15.5,8,11,0,11/8/21
11/8/21 12:00,C,15.5,8,12,0,11/8/21
11/8/21 13:00,C,17,8,13,0,11/8/21
11/8/21 14:00,C,17.5,8,14,0,11/8/21
11/8/21 15:00,C,16.5,8,15,0,11/8/21
11/8/21 16:00,C,13.5,8,16,0,11/8/21
11/8/21 17:00,C,12.5,8,17,0,11/8/21
11/8/21 18:00,C,12,8,18,0,11/8/21
11/8/21 19:00,C,11.5,8,19,0,11/8/21
11/8/21 20:00,C,11.5,8,20,0,11/8/21
11/8/21 21:00,C,11,8,21,0,11/8/21
11/8/21 22:00,C,11,8,22,0,11/8/21
11/8/21 23:00,C,11,8,23,0,11/8/21
11/9/21 0:00,C,11.5,8,0,0,11/9/21
11/9/21 1:00,C,11.5,8,1,0,11/9/21
11/9/21 2:00,C,11,8,2,0,11/9/21
11/9/21 3:00,C,11,8,3,0,11/9/21
11/9/21 4:00,C,11,8,4,0,11/9/21
11/9/21 5:00,C,10.5,8,5,0,11/9/21
11/9/21 6:00,C,10.5,8,6,0,11/9/21
11/9/21 7:00,C,10.5,8,7,0,11/9/21
11/9/21 8:00,C,10.5,8,8,0,11/9/21
11/9/21 9:00,C,11,8,9,0,11/9/21
11/9/21 10:00,C,11.5,8,10,0,11/9/21
11/9/21 11:00,C,12.5,8,11,0,11/9/21
11/9/21 12:00,C,13,8,12,0,11/9/21
11/9/21 13:00,C,14,8,13,0,11/9/21
11/9/21 14:00,C,14.5,8,14,0,11/9/21
11/9/21 15:00,C,15,8,15,0,11/9/21
11/9/21 16:00,C,14.5,8,16,0,11/9/21
11/9/21 17:00,C,14,8,17,0,11/9/21
11/9/21 18:00,C,14,8,18,0,11/9/21
11/9/21 19:00,C,13.5,8,19,0,11/9/21
11/9/21 20:00,C,13,8,20,0,11/9/21
11/9/21 21:00,C,12.5,8,21,0,11/9/21
11/9/21 22:00,C,12,8,22,0,11/9/21
11/9/21 23:00,C,11,8,23,0,11/9/21
11/10/21 0:00,C,10.5,8,0,0,11/10/21
11/10/21 1:00,C,10.5,8,1,0,11/10/21
11/10/21 2:00,C,11.5,8,2,0,11/10/21
11/10/21 3:00,C,12,8,3,0,11/10/21
11/10/21 4:00,C,12,8,4,0,11/10/21
11/10/21 5:00,C,12,8,5,0,11/10/21
11/10/21 6:00,C,11.5,8,6,0,11/10/21
11/10/21 7:00,C,12,8,7,0,11/10/21
11/10/21 8:00,C,12.5,8,8,0,11/10/21
11/10/21 9:00,C,14,8,9,0,11/10/21
11/10/21 10:00,C,15.5,8,10,0,11/10/21
11/10/21 11:00,C,18.5,8,11,0,11/10/21
11/10/21 12:00,C,18.5,8,12,0,11/10/21
11/10/21 13:00,C,19,8,13,0,11/10/21
11/10/21 14:00,C,19,8,14,0,11/10/21
11/10/21 15:00,C,19.5,8,15,0,11/10/21
11/10/21 16:00,C,18,8,16,0,11/10/21
11/10/21 17:00,C,16,8,17,0,11/10/21
11/10/21 18:00,C,15,8,18,0,11/10/21
11/10/21 19:00,C,14,8,19,0,11/10/21
11/10/21 20:00,C,13.5,8,20,0,11/10/21
11/10/21 21:00,C,13,8,21,0,11/10/21
11/10/21 22:00,C,12.5,8,22,0,11/10/21
11/10/21 23:00,C,12,8,23,0,11/10/21
11/11/21 0:00,C,11.5,8,0,0,11/11/21
11/11/21 1:00,C,11,8,1,0,11/11/21
11/11/21 2:00,C,11,8,2,0,11/11/21
11/11/21 3:00,C,10.5,8,3,0,11/11/21
11/11/21 4:00,C,10,8,4,0,11/11/21
11/11/21 5:00,C,9.5,8,5,0,11/11/21
11/11/21 6:00,C,9,8,6,0,11/11/21
11/11/21 7:00,C,8.5,8,7,0,11/11/21
11/11/21 8:00,C,9,8,8,0,11/11/21
11/11/21 9:00,C,14.5,8,9,0,11/11/21
11/11/21 10:00,C,20,8,10,0,11/11/21
11/11/21 11:00,C,19.5,8,11,0,11/11/21
11/11/21 12:00,C,19,8,12,0,11/11/21
11/11/21 13:00,C,20.5,8,13,0,11/11/21
11/11/21 14:00,C,21.5,8,14,0,11/11/21
11/11/21 15:00,C,21.5,8,15,0,11/11/21
11/11/21 16:00,C,19.5,8,16,0,11/11/21
11/11/21 17:00,C,17.5,8,17,0,11/11/21
11/11/21 18:00,C,15.5,8,18,0,11/11/21
11/11/21 19:00,C,14.5,8,19,0,11/11/21
11/11/21 20:00,C,13.5,8,20,0,11/11/21
11/11/21 21:00,C,12.5,8,21,0,11/11/21
11/11/21 22:00,C,12,8,22,0,11/11/21
11/11/21 23:00,C,11.5,8,23,0,11/11/21
11/12/21 0:00,C,11.5,8,0,0,11/12/21
11/12/21 1:00,C,11,8,1,0,11/12/21
11/12/21 2:00,C,10.5,8,2,0,11/12/21
11/12/21 3:00,C,10,8,3,0,11/12/21
11/12/21 4:00,C,9.5,8,4,0,11/12/21
11/12/21 5:00,C,9,8,5,0,11/12/21
11/12/21 6:00,C,9,8,6,0,11/12/21
11/12/21 7:00,C,9,8,7,0,11/12/21
11/12/21 8:00,C,10.5,8,8,0,11/12/21
11/12/21 9:00,C,12,8,9,0,11/12/21
11/12/21 10:00,C,13.5,8,10,0,11/12/21
11/12/21 11:00,C,15,8,11,0,11/12/21
11/12/21 12:00,C,16.5,8,12,0,11/12/21
11/12/21 13:00,C,17.5,8,13,0,11/12/21
11/12/21 14:00,C,18,8,14,0,11/12/21
11/12/21 15:00,C,17.5,8,15,0,11/12/21
11/12/21 16:00,C,17,8,16,0,11/12/21
11/12/21 17:00,C,15.5,8,17,0,11/12/21
11/12/21 18:00,C,14,8,18,0,11/12/21
11/12/21 19:00,C,13.5,8,19,0,11/12/21
11/12/21 20:00,C,13,8,20,0,11/12/21
11/12/21 21:00,C,12.5,8,21,0,11/12/21
11/12/21 22:00,C,12.5,8,22,0,11/12/21
11/12/21 23:00,C,12,8,23,0,11/12/21
11/13/21 0:00,C,11.5,8,0,0,11/13/21
11/13/21 1:00,C,11.5,8,1,0,11/13/21
11/13/21 2:00,C,11,8,2,0,11/13/21
11/13/21 3:00,C,11,8,3,0,11/13/21
11/13/21 4:00,C,10.5,8,4,0,11/13/21
11/13/21 5:00,C,10.5,8,5,0,11/13/21
11/13/21 6:00,C,10.5,8,6,0,11/13/21
11/13/21 7:00,C,10.5,8,7,0,11/13/21
11/13/21 8:00,C,11,8,8,0,11/13/21
11/13/21 9:00,C,11.5,8,9,0,11/13/21
11/13/21 10:00,C,12.5,8,10,0,11/13/21
11/13/21 11:00,C,13.5,8,11,0,11/13/21
11/13/21 12:00,C,15,8,12,0,11/13/21
11/13/21 13:00,C,16.5,8,13,0,11/13/21
11/13/21 14:00,C,18,8,14,0,11/13/21
11/13/21 15:00,C,18.5,8,15,0,11/13/21
11/13/21 16:00,C,17.5,8,16,0,11/13/21
11/13/21 17:00,C,15.5,8,17,0,11/13/21
11/13/21 18:00,C,13.5,8,18,0,11/13/21
11/13/21 19:00,C,13,8,19,0,11/13/21
11/13/21 20:00,C,12.5,8,20,0,11/13/21
11/13/21 21:00,C,12,8,21,0,11/13/21
11/13/21 22:00,C,12,8,22,0,11/13/21
11/13/21 23:00,C,11.5,8,23,0,11/13/21
11/14/21 0:00,C,11.5,8,0,0,11/14/21
11/14/21 1:00,C,11.5,8,1,0,11/14/21
11/14/21 2:00,C,11.5,8,2,0,11/14/21
11/14/21 3:00,C,11,8,3,0,11/14/21
11/14/21 4:00,C,11,8,4,0,11/14/21
11/14/21 5:00,C,11,8,5,0,11/14/21
11/14/21 6:00,C,11,8,6,0,11/14/21
11/14/21 7:00,C,10.5,8,7,0,11/14/21
11/14/21 8:00,C,11,8,8,0,11/14/21
11/14/21 9:00,C,11.5,8,9,0,11/14/21
11/14/21 10:00,C,12,8,10,0,11/14/21
11/14/21 11:00,C,12.5,8,11,0,11/14/21
11/14/21 12:00,C,13.5,8,12,0,11/14/21
11/14/21 13:00,C,13.5,8,13,0,11/14/21
11/14/21 14:00,C,14,8,14,0,11/14/21
11/14/21 15:00,C,14.5,8,15,0,11/14/21
11/14/21 16:00,C,13.5,8,16,0,11/14/21
11/14/21 17:00,C,12.5,8,17,0,11/14/21
11/14/21 18:00,C,12,8,18,0,11/14/21
11/14/21 19:00,C,12,8,19,0,11/14/21
11/14/21 20:00,C,12,8,20,0,11/14/21
11/14/21 21:00,C,12,8,21,0,11/14/21
11/14/21 22:00,C,11.5,8,22,0,11/14/21
11/14/21 23:00,C,11.5,8,23,0,11/14/21
11/15/21 0:00,C,11.5,8,0,0,11/15/21
11/15/21 1:00,C,11.5,8,1,0,11/15/21
11/15/21 2:00,C,11,8,2,0,11/15/21
11/15/21 3:00,C,11,8,3,0,11/15/21
11/15/21 4:00,C,11,8,4,0,11/15/21
11/15/21 5:00,C,11,8,5,0,11/15/21
11/15/21 6:00,C,11,8,6,0,11/15/21
11/15/21 7:00,C,11,8,7,0,11/15/21
11/15/21 8:00,C,11.5,8,8,0,11/15/21
11/15/21 9:00,C,12,8,9,0,11/15/21
11/15/21 10:00,C,12.5,8,10,0,11/15/21
11/15/21 11:00,C,13,8,11,0,11/15/21
11/15/21 12:00,C,14,8,12,0,11/15/21
11/15/21 13:00,C,14.5,8,13,0,11/15/21
11/15/21 14:00,C,14.5,8,14,0,11/15/21
11/15/21 15:00,C,14.5,8,15,0,11/15/21
11/15/21 16:00,C,13.5,8,16,0,11/15/21
11/15/21 17:00,C,13,8,17,0,11/15/21
11/15/21 18:00,C,12.5,8,18,0,11/15/21
11/15/21 19:00,C,12.5,8,19,0,11/15/21
11/15/21 20:00,C,12.5,8,20,0,11/15/21
11/15/21 21:00,C,12.5,8,21,0,11/15/21
11/15/21 22:00,C,12,8,22,0,11/15/21
11/15/21 23:00,C,12,8,23,0,11/15/21
11/16/21 0:00,C,12,8,0,0,11/16/21
11/16/21 1:00,C,12,8,1,0,11/16/21
11/16/21 2:00,C,12,8,2,0,11/16/21
11/16/21 3:00,C,12,8,3,0,11/16/21
11/16/21 4:00,C,12,8,4,0,11/16/21
11/16/21 5:00,C,11.5,8,5,0,11/16/21
11/16/21 6:00,C,11,8,6,0,11/16/21
11/16/21 7:00,C,11,8,7,0,11/16/21
11/16/21 8:00,C,11,8,8,0,11/16/21
11/16/21 9:00,C,11.5,8,9,0,11/16/21
11/16/21 10:00,C,12,8,10,0,11/16/21
11/16/21 11:00,C,14.5,8,11,0,11/16/21
11/16/21 12:00,C,16.5,8,12,0,11/16/21
11/16/21 13:00,C,18.5,8,13,0,11/16/21
11/16/21 14:00,C,18.5,8,14,0,11/16/21
11/16/21 15:00,C,17.5,8,15,0,11/16/21
11/16/21 16:00,C,16.5,8,16,0,11/16/21
11/16/21 17:00,C,15,8,17,0,11/16/21
11/16/21 18:00,C,13,8,18,0,11/16/21
11/16/21 19:00,C,12,8,19,0,11/16/21
11/16/21 20:00,C,11.5,8,20,0,11/16/21
11/16/21 21:00,C,11,8,21,0,11/16/21
11/16/21 22:00,C,10.5,8,22,0,11/16/21
11/16/21 23:00,C,10,8,23,0,11/16/21
11/17/21 0:00,C,9.5,8,0,0,11/17/21
11/17/21 1:00,C,8.5,8,1,0,11/17/21
11/17/21 2:00,C,8.5,8,2,0,11/17/21
11/17/21 3:00,C,8,8,3,0,11/17/21
11/17/21 4:00,C,7.5,8,4,0,11/17/21
11/17/21 5:00,C,6.5,8,5,0,11/17/21
11/17/21 6:00,C,6,8,6,0,11/17/21
11/17/21 7:00,C,5.5,8,7,0,11/17/21
11/17/21 8:00,C,6,8,8,0,11/17/21
11/17/21 9:00,C,9,8,9,0,11/17/21
11/17/21 10:00,C,14.5,8,10,0,11/17/21
11/17/21 11:00,C,15.5,8,11,0,11/17/21
11/17/21 12:00,C,16,8,12,0,11/17/21
11/17/21 13:00,C,17.5,8,13,0,11/17/21
11/17/21 14:00,C,18,8,14,0,11/17/21
11/17/21 15:00,C,17.5,8,15,0,11/17/21
11/17/21 16:00,C,16,8,16,0,11/17/21
11/17/21 17:00,C,14,8,17,0,11/17/21
